연도,학제,학교명,학교상태,본분교,시도,시군구,설립,주야구분,주소,우편번호,전화번호,팩스번호,홈페이지,입학정원,지원자,입학자
2016,대학교,강원대학교,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6114,033-251-9556,www.kangwon.ac.kr/,3004 ,21238 ,3188 
2016,대학교,강원대학교,기존,제2캠퍼스,강원,강원 삼척시,국립,주간,"강원도 삼척시 중앙로 346 (교동, 강원대학교삼척캠퍼스)",25913,033-570-6114,033-572-8620,samcheok.kangwon.ac.kr/,1582 ,7731 ,1649 
2016,일반대학원,강원대학교일반대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6093,033-257-8284,graduate.kangwon.ac.kr/index.php,841 ,1114 ,825 
2016,특수대학원,강원대학교 경영대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6100,033-259-5530,gsba.kangwon.ac.kr/,57 ,36 ,30 
2016,특수대학원,강원대학교교육대학원,기존,본교,강원,강원 춘천시,국립,야간+계절제,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6609,033-259-5590,edugradu.kangwon.ac.kr/,200 ,169 ,145 
2016,특수대학원,강원대학교 산업과학대학원,기존,제2캠퍼스,강원,강원 삼척시,국립,야간,"강원도 삼척시 중앙로 346 (교동, 강원대학교삼척캠퍼스)",25913,033-570-6114,033-572-8620,college.kangwon.ac.kr/industry/main.jsp,53 ,48 ,41 
2016,특수대학원,강원대학교산업대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6209,033-256-3566,gsi.kangwon.ac.kr/,62 ,45 ,37 
2016,전문대학원,강원대학교법학전문대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6510,033-259-5683,law.kangwon.ac.kr/,40 ,263 ,43 
2016,전문대학원,강원대학교 의학전문대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-8800,033-259-5635,smed.kangwon.ac.kr/smed/index.html,49 ,254 ,50 
2016,특수대학원,강원대학교 정보과학ㆍ행정대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6809,033-256-4696,information.kangwon.ac.kr/,85 ,46 ,38 
2016,전문대학원,강원대학교 법무전문대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6510,033-259-5683,www.kangwonlaw.ac.kr/, - , - , - 
2016,전문대학원,강원대학교 방재전문대학원,기존,제2캠퍼스,강원,강원 삼척시,국립,주간,"강원도 삼척시 중앙로 346 (교동, 강원대학교삼척캠퍼스)",25913,033-570-6114,033-572-8620,college.kangwon.ac.kr/prevention/main.jsp,20 ,20 ,18 
2016,특수대학원,강원대학교 녹색생명산업정책대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-8301,033-241-3696,glip.kangwon.ac.kr/,30 ,20 ,18 
2016,대학교,경북대학교,기존,본교,대구,대구 북구,국립,주간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5114        ,,www.knu.ac.kr,4682 ,52466 ,5124 
2016,일반대학원,경북대학교 일반대학원,기존,본교,대구,대구 북구,국립,주간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-6003        ,,http://grad.knu.ac.kr,1716 ,2767 ,1736 
2016,특수대학원,경북대학교 경영대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5403        ,053-950-5405        ,http://cec.knu.ac.kr/main01.asp,120 ,152 ,112 
2016,특수대학원,경북대학교 교육대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-6124        ,053-950-6801        ,http://gse.knu.ac.kr,325 ,606 ,225 
2016,특수대학원,경북대학교 국제대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5103     ,053-950-6101        ,http://gsis.knu.ac.kr,30 ,56 ,36 
2016,특수대학원,경북대학교 보건대학원,기존,본교,대구,대구 중구,국립,야간,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",41944,053-420-4871        ,053-425-9937        ,http://health.knu.ac.kr,40 ,121 ,41 
2016,특수대학원,경북대학교 산업대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-6143        ,053-958-5054        ,http://ind.knu.ac.kr,86 ,119 ,73 
2016,특수대학원,경북대학교 정책정보대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5203        ,053-950-5205        ,www.knu.ac.kr,60 ,93 ,61 
2016,특수대학원,경북대학교 행정대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5115    ,053-950-5454        ,http://webbuild.knu.ac.kr/~gspa,70 ,88 ,66 
2016,특수대학원,경북대학교 과학기술대학원,기존,본교,경북,경북 상주시,국립,야간,"경상북도 상주시 경상대로 2559 (가장동, 경북대학교상주캠퍼스)",37224,054-530-1645        ,054-530-1649        ,http://seoksa.knu.ac.kr,59 ,41 ,34 
2016,전문대학원,경북대학교 법학전문대학원,기존,본교,대구,대구 북구,국립,주간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5452        ,053-950-5455        ,http://lawschool.knu.ac.kr,130 ,448 ,142 
2016,특수대학원,경북대학교 수사과학대학원,기존,본교,대구,대구 중구,국립,야간,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",41944,053-420-4886        ,053-422-4712       ,http://www.knu.ac.kr/,30 ,95 ,30 
2016,전문대학원,경북대학교 의학전문대학원,기존,본교,대구,대구 중구,국립,주간,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",41944,053-420-4910   ,053-425-9937        ,http://med.knu.ac.kr,110 ,372 ,110 
2016,전문대학원,경북대학교 치의학전문대학원,기존,본교,대구,대구 중구,국립,주간,"대구광역시 중구 달구벌대로 2177 (삼덕동2가, 경북대학교치의학전문대학원)",41940,053-660-6803     ,053-425-6025        ,http://dent.knu.ac.kr,60 ,184 ,60 
2016,특수대학원,경북대학교 농업생명융합대학원,학교명 변경,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5704        ,053-950-6701      ,http://www.knu.ac.kr,30 ,41 ,29 
2016,대학교,경상대학교,기존,본교,경남,경남 진주시,국립,주간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-0114        ,055-772-0359        ,www.gnu.ac.kr,3077 ,26691 ,3345 
2016,일반대학원,경상대학교 대학원,기존,본교,경남,경남 진주시,국립,주간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-0087       ,055-772-0089        ,graduate.gnu.ac.kr,705 ,997 ,763 
2016,특수대학원,경상대학교 경영대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1504        ,055-772-1505        ,bizone.gnu.ac.kr,60 ,75 ,60 
2016,특수대학원,경상대학교 교육대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-2015        ,055-772-2119        ,gradedu.gnu.ac.kr,215 ,215 ,150 
2016,특수대학원,경상대학교 보건대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로816번길 15 (주약동, 경상대학교간호대학)",52727,055-772-8208        ,055-772-8209        ,health.gnu.ac.kr,20 ,31 ,20 
2016,특수대학원,경상대학교 행정대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1204  ,055-772-1219        ,padm.gnu.ac.kr,46 ,69 ,49 
2016,전문대학원,경상대학교 의학전문대학원,기존,본교,경남,경남 진주시,국립,주간,"경상남도 진주시 진주대로816번길 15 (주약동, 경상대학교의학전문대학원)",52727,055-772-8008,055-772-8013        ,medicine.gnu.ac.kr,76 ,330 ,76 
2016,특수대학원,경상대학교 융합과학기술대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1608        ,055-772-1619        ,sanup.gnu.ac.kr,36 ,60 ,46 
2016,특수대학원,경상대학교 항공우주특성화대학원,기존,본교,경남,경남 진주시,국립,주야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1608        ,055-772-1619        ,sgsae.gnu.ac.kr/main/,28 ,34 ,28 
2016,특수대학원,경상대학교 식의약품대학원,기존,본교,경남,경남 진주시,국립,주야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-0087      ,055-772-0089        ,fpe.gnu.ac.kr,20 ,6 ,3 
2016,특수대학원,경상대학교 토지주택대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1608,055-772-1619,lh.gnu.ac.kr,25 ,11 ,9 
2016,대학교,공주대학교,기존,본교,충남,충남 공주시,국립,주간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8114        ,041-850-0880   ,www.kongju.ac.kr,2787 ,28657 ,3223 
2016,일반대학원,공주대학교대학원,기존,본교,충남,충남 공주시,국립,주간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8114        ,041-850-8410        ,http://host.kongju.ac.kr/graduate/main/,645 ,978 ,660 
2016,특수대학원,공주대학교경영행정대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8352        ,041-850-8355        ,http://gbpa.kongju.ac.kr/main/main.php,43 ,49 ,43 
2016,특수대학원,공주대학교교육대학원,기존,본교,충남,충남 공주시,국립,야간+계절제,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8159        ,041-850-8165        ,www.kongju.ac.kr,242 ,414 ,241 
2016,특수대학원,공주대학교산업과학대학원,기존,본교,충남,충남 예산군,국립,야간,"충청남도 예산군 예산읍 대학로 54 (대회리, 공주대학교산업과학대학)",32439,041-330-1151        ,041-330-1035        ,www.kongju.ac.kr,34 ,43 ,40 
2016,특수대학원,공주대학교특수교육대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8409        ,041-850-8410        ,www.kongju.ac.kr,60 ,144 ,60 
2016,특수대학원,공주대학교 테크노전략대학원,폐교,본교,충남,충남 천안시,국립,야간,"충청남도 천안시 서북구 천안대로 1223-24 (부대동, 공주대학교천안공과대학)",31080,041-521-9099        ,041-562-8080        ,http://1101koo5257@kongju.ac.kr, - , - , - 
2016,특수대학원,공주대학교 안보과학대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8166        ,041-850-8410        ,,40 ,53 ,38 
2016,특수대학원,공주대학교 문화유산대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8133        ,041-850-8410        ,,26 ,30 ,26 
2016,특수대학원,공주대학교 테크노융합대학원,학교명 변경,본교,충남,충남 천안시,국립,야간,"충청남도 천안시 서북구 천안대로 1223-24 (부대동, 공주대학교천안공과대학)",31080,041-521-9077,041-521-9079,www.technology.kongju.ac.kr,29 ,32 ,28 
2016,대학교,군산대학교,기존,본교,전북,전북 군산시,국립,주간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4113        ,,http://kunsan.ac.kr,1773 ,11000 ,1886 
2016,일반대학원,군산대학교대학원,기존,본교,전북,전북 군산시,국립,주간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4171        ,,kunsan.ac.kr,213 ,346 ,255 
2016,특수대학원,군산대학교경영행정대학원,기존,본교,전북,전북 군산시,국립,야간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4447        ,063-466-2084        ,http://kunsan.ac.kr,30 ,34 ,18 
2016,특수대학원,군산대학교교육대학원,기존,본교,전북,전북 군산시,국립,야간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4306        ,063-466-2083        ,http://kunsan.ac.kr,162 ,86 ,82 
2016,특수대학원,군산대학교산업대학원,기존,본교,전북,전북 군산시,국립,야간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4675        ,,http://kunsan.ac.kr,50 ,38 ,21 
2016,대학교,금오공과대학교,기존,본교,경북,경북 구미시,국립,주야간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7114        ,054-478-7100        ,www.kumoh.ac.kr,1233 ,8231 ,1328 
2016,일반대학원,금오공과대학교대학원,기존,본교,경북,경북 구미시,국립,주간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7014~7015   ,054-478-7020        ,cam.kumoh.ac.kr,204 ,310 ,245 
2016,특수대학원,금오공과대학교교육대학원,기존,본교,경북,경북 구미시,국립,야간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7014~7015   ,054-478-7020        ,edu.kumoh.ac.kr,50 ,42 ,37 
2016,특수대학원,금오공과대학교산업대학원,기존,본교,경북,경북 구미시,국립,야간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7014~7015   ,054-478-7020        ,tec.kumoh.ac.kr,78 ,93 ,72 
2016,특수대학원,금오공과대학교 컨설팅대학원,기존,본교,경북,경북 구미시,국립,주간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7018        ,054-478-7020        ,con.kumoh.ac.kr,32 ,33 ,25 
2016,대학교,목포대학교,기존,본교,전남,전남 무안군,국립,주간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,1611 ,11113 ,1726 
2016,일반대학원,목포대학교대학원,기존,본교,전남,전남 무안군,국립,주간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,297 ,370 ,274 
2016,특수대학원,목포대학교경영행정대학원,기존,본교,전남,전남 무안군,국립,야간,"전라남도 무안군 삼향읍 남악로 190 (남악리, 목포대학교교육지원센타)",58579,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,50 ,56 ,51 
2016,특수대학원,목포대학교 교육대학원,기존,본교,전남,전남 무안군,국립,주간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,170 ,143 ,111 
2016,특수대학원,목포대학교산업기술대학원,기존,본교,전남,전남 무안군,국립,야간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,26 ,14 ,14 
2016,대학교,목포해양대학교,기존,본교,전남,전남 목포시,국립,주간,"전라남도 목포시 해양대학로 91 (죽교동, 목포해양대학교)",58628,061-240-7114        ,061-242-5176        ,www.mmu.ac.kr,691 ,3033 ,734 
2016,일반대학원,목포해양대학교대학원,기존,본교,전남,전남 목포시,국립,주간,"전라남도 목포시 해양대학로 91 (죽교동, 목포해양대학교)",58628,061-240-7114        ,061-242-5176        ,www.mmu.ac.kr,51 ,111 ,64 
2016,특수대학원,목포해양대학교해양산업대학원,기존,본교,전남,전남 목포시,국립,야간,"전라남도 목포시 해양대학로 91 (죽교동, 목포해양대학교)",58628,061-240-7114        ,061-242-5176        ,www.mmu.ac.kr,12 ,2 ,2 
2016,대학교,부경대학교,기존,본교,부산,부산 남구,국립,주야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-4114        ,051-629-5119        ,www.pknu.ac.kr,3320 ,26947 ,3614 
2016,일반대학원,부경대학교대학원,기존,본교,부산,부산 남구,국립,주간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-4114        ,051-629-5119        ,http://graduate.pknu.ac.kr/main/index.asp,667 ,952 ,720 
2016,특수대학원,부경대학교 경영대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,,,cbais.pknu.ac.kr,130 ,153 ,113 
2016,특수대학원,부경대학교 교육대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-4114        ,051-629-5514        ,http://pknuedu.pknu.ac.kr,200 ,298 ,185 
2016,특수대학원,부경대학교 국제대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,,,http://cms.pknu.ac.kr/gsis,70 ,93 ,71 
2016,특수대학원,부경대학교 산업대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,,,http://coe.pknu.ac.kr/sandae/index/index.asp,108 ,136 ,96 
2016,전문대학원,부경대학교 기술경영전문대학원,신설,본교,부산,부산 남구,국립,주간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-5656,,,39 ,32 ,18 
2016,특수대학원,부경대학교 글로벌수산대학원,기존,본교,부산,부산 남구,국립,주야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-4114        ,,http://gsgf-k.pknu.ac.kr/00main/main.php,29 ,41 ,38 
2016,전문대학원,부경대학교 과학기술융합전문대학원,기존,본교,부산,부산 남구,국립,주간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-6862,051-629-6865,,30 ,28 ,22 
2016,대학교,부산대학교,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-512-0311        ,051-512-3368        ,www.pusan.ac.kr,4244 ,40040 ,4643 
2016,일반대학원,부산대학교 일반대학원,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1902      ,051-515-1902     ,www.pusan.ac.kr,2181 ,3465 ,2201 
2016,특수대학원,부산대학교 경영대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1652        ,051-581-3144       ,cobman.pusan.ac.kr/,140 ,264 ,152 
2016,특수대학원,부산대학교 교육대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1382        ,051-510-7672       ,www.gsedu.pusan.ac.kr,328 ,693 ,316 
2016,특수대학원,부산대학교 산업대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1391       ,051-514-0498        ,indu.pusan.ac.kr,125 ,154 ,102 
2016,특수대학원,부산대학교 행정대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-514-0480     ,051-515-6336        ,gspa.pusan.ac.kr,87 ,132 ,87 
2016,특수대학원,부산대학교 환경대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1395        ,051-514-0498        ,www.pegr.pusan.ac.kr,20 ,18 ,15 
2016,전문대학원,부산대학교 한의학전문대학원,기존,본교,경남,경남 양산시,국립,주간,"경상남도 양산시 물금읍 부산대학로 49 (범어리, 부산대학교양산캠퍼스)",50612,051-510-8403        ,051-510-8420        ,kmed.pusan.ac.kr,91 ,426 ,89 
2016,전문대학원,부산대학교 국제전문대학원,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1663        ,051-581-7144        ,www.gsis.pusan.ac.kr,60 ,104 ,81 
2016,전문대학원,부산대학교 법학전문대학원,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1574        ,051-515-8648        ,law.pusan.ac.kr,126 ,454 ,131 
2016,전문대학원,부산대학교 의학전문대학원,기존,본교,경남,경남 양산시,국립,주간,"경상남도 양산시 물금읍 부산대학로 49 (범어리, 부산대학교양산캠퍼스)",50612,051-510-8004        ,051-510-8026        ,medical.pusan.ac.kr,164 ,468 ,158 
2016,전문대학원,부산대학교 치의학전문대학원,기존,본교,경남,경남 양산시,국립,주간,"경상남도 양산시 물금읍 부산대학로 49 (범어리, 부산대학교양산캠퍼스)",50612,051-510-8206        ,051-510-8210        ,dent.pusan.ac.kr,129 ,1009 ,120 
2016,특수대학원,부산대학교 경제통상대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1654    ,051-510-7670        ,geit.pusan.ac.kr,62 ,83 ,56 
2016,특수대학원,부산대학교 기술창업대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1369,051-582-9833,http://technoent.pusan.ac.kr/,31 ,32 ,31 
2016,대학교,서울대학교,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5114         ,02-885-5272         ,www.snu.ac.kr,3090 ,22633 ,3308 
2016,일반대학원,서울대학교 대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5114         ,02-885-5272         ,http://www.snu.ac.kr/graduate-school,4307 ,7714 ,4118 
2016,전문대학원,서울대학교 국제대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-8505         ,02-879-1496   ,gsis.snu.ac.kr,80 ,435 ,153 
2016,전문대학원,서울대학교 보건대학원,기존,본교,서울,서울 관악구,국립대법인,주야간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-2708         ,02-762-9105         ,health.snu.ac.kr,96 ,306 ,98 
2016,전문대학원,서울대학교 행정대학원,기존,본교,서울,서울 관악구,국립대법인,주야간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5603         ,02-882-3998         ,gspa.snu.ac.kr,149 ,486 ,249 
2016,전문대학원,서울대학교 환경대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5642         ,02-886-7935         ,gses.snu.ac.kr,88 ,174 ,96 
2016,전문대학원,서울대학교 경영전문대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-2551      ,02-878-0101      ,gsb.snu.ac.kr,100 ,338 ,183 
2016,전문대학원,서울대학교 법학전문대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-7536      ,02-880-5560         ,law.snu.ac.kr,170 ,597 ,180 
2016,전문대학원,서울대학교 치의학대학원,기존,본교,서울,서울 종로구,국립대법인,주간,"서울특별시 종로구 대학로 103 (연건동, 서울대학교치과대학)",3080,02-740-8611         ,02-745-1907         ,dentistry.snu.ac.kr,135 ,361 ,139 
2016,전문대학원,서울대학교 의학대학원,폐교,본교,서울,서울 종로구,국립대법인,주간,"서울특별시 종로구 대학로 103 (연건동, 서울대학교 의과대학)",3080,02-740-8114         ,02-763-0962         ,medicine.snu.ac.kr, - , - , - 
2016,전문대학원,서울대학교 융합과학기술대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-9592         ,02-887-9003         ,gscst.snu.ac.kr,139 ,234 ,111 
2016,전문대학원,서울대학교 국제농업기술대학원,기존,본교,강원,강원 평창군,국립대법인,주간,"강원도 평창군 대화면 평창대로 1447-1 (신리, 서울대그린바이오과학기술연구원)",25354,033-339-5680,033-339-5680,http://greenbio.snu.ac.kr/main/?skin=1310,30 ,41 ,36 
2016,전문대학원,서울대학교 공학전문대학원,신설,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-4116,,http://gsep.snu.ac.kr/,80 ,60 ,50 
